gkz,values,name,classIndices,friendlyUrl,type,selected,geometry,count_osm
05562004,[ 8.4000000000000004 ],Castrop-Rauxel,[ 4 ],castrop-rauxel,GEMEINDE,,"MULTIPOLYGON (((7.3147 51.5221, 7.2947 51.5314, 7.2825 51.556, 7.2428 51.5732, 7.2948 51.5952, 7.28 51.6056, 7.2938 51.6133, 7.2854 51.6206, 7.3012 51.6261, 7.3202 51.616, 7.3717 51.5908, 7.3387 51.5768, 7.3639 51.5281, 7.3147 51.5221)))",17.0
08125107,[ 8.4000000000000004 ],Wüstenrot,[ 4 ],wuestenrot,GEMEINDE,,"MULTIPOLYGON (((9.4271 49.0653, 9.4243 49.0711, 9.4184 49.0885, 9.4529 49.0924, 9.4412 49.096, 9.4569 49.1131, 9.4881 49.1116, 9.49 49.1394, 9.5273 49.1079, 9.5018 49.1027, 9.5013 49.0789, 9.4953 49.0748, 9.4502 49.0728, 9.4409 49.0521, 9.4168 49.048, 9.4152 49.0579, 9.4271 49.0653)))",1.0
06440003,[ 8.9000000000000004 ],Bad Vilbel,[ 4 ],bad-vilbel,GEMEINDE,,"MULTIPOLYGON (((8.7312 50.2176, 8.7657 50.2206, 8.791 50.1945, 8.7899 50.1762, 8.7229 50.1635, 8.7016 50.1804, 8.7312 50.2176)))",8.0
08215106,[ 10.0 ],Waghäusel,[ 5 ],waghaeusel,GEMEINDE,,"MULTIPOLYGON (((8.5082 49.1898, 8.4791 49.2441, 8.5351 49.2492, 8.5434 49.2628, 8.5479 49.2698, 8.5614 49.2661, 8.5987 49.2467, 8.5823 49.2213, 8.5735 49.2081, 8.5483 49.2148, 8.5161 49.1918, 8.5082 49.1898)))",5.0
06435012,[ 9.4000000000000004 ],Gründau,[ 5 ],gruendau,GEMEINDE,,"MULTIPOLYGON (((9.1133 50.1879, 9.0902 50.1822, 9.0735 50.2108, 9.069 50.2436, 9.1528 50.2472, 9.193 50.28, 9.2162 50.2693, 9.2516 50.2876, 9.2616 50.2774, 9.2385 50.2492, 9.163 50.2235, 9.1427 50.1947, 9.1133 50.1879)))",2.0
09679147,[ 8.9000000000000004 ],Höchberg,[ 4 ],hoechberg,GEMEINDE,,"MULTIPOLYGON (((9.8539 49.782, 9.8825 49.7946, 9.912 49.7761, 9.8747 49.7664, 9.8508 49.7578, 9.8415 49.7673, 9.8539 49.782)))",1.0
05958012,[ 8.8000000000000007 ],Brilon,[ 4 ],brilon,GEMEINDE,,"MULTIPOLYGON (((8.7008 51.3775, 8.6791 51.3731, 8.6539 51.3399, 8.6206 51.3363, 8.5715 51.2906, 8.5633 51.3456, 8.5271 51.3496, 8.5217 51.3724, 8.4887 51.371, 8.4878 51.3912, 8.4617 51.4016, 8.4756 51.4083, 8.4698 51.4343, 8.5478 51.4677, 8.6252 51.4789, 8.7521 51.466, 8.7571 51.4543, 8.7081 51.4077, 8.7008 51.3775)))",6.0
01053116,[ 10.800000000000001 ],Schwarzenbek,[ 5 ],schwarzenbek,GEMEINDE,,"MULTIPOLYGON (((10.4867 53.483, 10.456 53.4861, 10.4477 53.5068, 10.4682 53.5166, 10.4964 53.5173, 10.5119 53.5023, 10.494 53.4851, 10.4867 53.483)))",4.0
09776117,[ 8.5999999999999996 ],Lindenberg im Allgäu,[ 4 ],lindenberg-im-allgaeu,GEMEINDE,,"MULTIPOLYGON (((9.8677 47.6211, 9.9205 47.6134, 9.93 47.6005, 9.9029 47.6027, 9.8844 47.5823, 9.8591 47.6099, 9.8677 47.6211)))",4.0
08116049,[ 9.0999999999999996 ],Nürtingen,[ 4 ],nuertingen,GEMEINDE,,"MULTIPOLYGON (((9.2855 48.6423, 9.3185 48.6548, 9.3536 48.6476, 9.3951 48.6344, 9.4168 48.6171, 9.4109 48.6077, 9.3928 48.601, 9.4008 48.5968, 9.349 48.6061, 9.3518 48.5939, 9.3204 48.5794, 9.3151 48.5985, 9.288 48.5975, 9.2858 48.5995, 9.2948 48.6199, 9.2805 48.6232, 9.2941 48.6349, 9.2855 48.6423)))",10.0
01054088,[ 7.5 ],Niebüll,[ 3 ],niebuell,GEMEINDE,,"MULTIPOLYGON (((8.8126 54.7595, 8.8016 54.7636, 8.821 54.7819, 8.7512 54.8056, 8.7663 54.8398, 8.7959 54.8397, 8.7991 54.8375, 8.8133 54.824, 8.8424 54.8065, 8.8622 54.7959, 8.8126 54.7595)))",3.0
09674130,[ 8.3000000000000007 ],Ebern,[ 4 ],ebern,GEMEINDE,,"MULTIPOLYGON (((10.8219 50.0832, 10.7344 50.0468, 10.6883 50.0641, 10.595 50.0972, 10.6373 50.104, 10.6554 50.1286, 10.6964 50.1296, 10.7949 50.1302, 10.8366 50.1065, 10.8219 50.0832)))",2.0
03461003,[ 4.4000000000000004 ],Butjadingen,[ 2 ],butjadingen,GEMEINDE,,"MULTIPOLYGON (((8.3625 53.4801, 8.3161 53.5002, 8.3026 53.5255, 8.2651 53.5181, 8.2269 53.5202, 8.2421 53.5814, 8.2741 53.6086, 8.3335 53.6125, 8.384 53.5738, 8.474 53.5531, 8.4667 53.5289, 8.4457 53.5172, 8.4098 53.5262, 8.3805 53.505, 8.3923 53.4814, 8.3625 53.4801)), ((8.123 53.709, 8.1457 53.7304, 8.186 53.7225, 8.1678 53.7229, 8.123 53.709)))",1.0
15091110,[ 6.5999999999999996 ],Gräfenhainichen,[ 3 ],graefenhainichen,GEMEINDE,,"MULTIPOLYGON (((12.3807 51.697, 12.3505 51.6848, 12.3449 51.7037, 12.3637 51.7067, 12.3268 51.718, 12.3358 51.7337, 12.3516 51.7369, 12.3409 51.7898, 12.3816 51.8003, 12.3944 51.7797, 12.4245 51.775, 12.4605 51.7692, 12.5369 51.7135, 12.5685 51.7199, 12.5728 51.7045, 12.6249 51.6921, 12.6415 51.6773, 12.6206 51.6275, 12.58 51.6263, 12.5594 51.6381, 12.5741 51.6676, 12.5167 51.6601, 12.4599 51.7058, 12.3807 51.697)))",5.0
08119067,[ 9.5999999999999996 ],Schorndorf (WN),[ 5 ],schorndorf-wn,GEMEINDE,,"MULTIPOLYGON (((9.5796 48.7487, 9.5707 48.7501, 9.5477 48.7404, 9.5166 48.7624, 9.5025 48.7531, 9.4924 48.7674, 9.4907 48.8022, 9.5053 48.806, 9.4772 48.8214, 9.473 48.824, 9.5139 48.8529, 9.5174 48.8531, 9.5237 48.8507, 9.5676 48.8542, 9.5593 48.8429, 9.563 48.8239, 9.5457 48.8146, 9.5587 48.7972, 9.5568 48.784, 9.5793 48.78, 9.5796 48.7487)))",12.0
16063097,[ 7.7999999999999998 ],Gerstungen,[ 3 ],gerstungen,GEMEINDE,,"MULTIPOLYGON (((10.0212 50.9934, 10.0308 51.0095, 10.1827 50.9981, 10.1873 50.9687, 10.2461 50.9665, 10.25 50.9536, 10.3191 50.9319, 10.3302 50.9207, 10.3377 50.9013, 10.319 50.8978, 10.3078 50.9134, 10.2929 50.898, 10.22 50.8863, 10.1972 50.8651, 10.1744 50.8694, 10.192 50.8726, 10.1994 50.8818, 10.1853 50.8721, 10.113 50.8844, 10.1398 50.8885, 10.184 50.9317, 10.1317 50.962, 10.0865 50.9623, 10.0646 50.9454, 10.0319 50.9592, 10.0412 50.9674, 10.0212 50.9934)))",2.0
08337106,[ 10.199999999999999 ],Stühlingen,[ 5 ],stuehlingen,GEMEINDE,,"MULTIPOLYGON (((8.4726 47.8292, 8.5059 47.8304, 8.5137 47.8115, 8.4922 47.7972, 8.5311 47.7899, 8.5104 47.7761, 8.4567 47.7495, 8.4548 47.7226, 8.417 47.71, 8.3785 47.7245, 8.3189 47.7604, 8.3363 47.7661, 8.362 47.7724, 8.3586 47.7893, 8.4026 47.7808, 8.4176 47.7978, 8.4428 47.7813, 8.4553 47.8003, 8.4334 47.8205, 8.4726 47.8292)))",1.0
10045113,[ 6.0999999999999996 ],Gersheim,[ 2 ],gersheim,GEMEINDE,,"MULTIPOLYGON (((7.2023 49.1946, 7.23 49.1767, 7.2697 49.1793, 7.2601 49.1705, 7.3036 49.1537, 7.3102 49.1294, 7.2936 49.1148, 7.245 49.1299, 7.1979 49.1153, 7.1856 49.131, 7.1633 49.1268, 7.1612 49.1503, 7.2023 49.1946)))",1.0
12068477,[ 6.5 ],Wusterhausen / Dosse,[ 3 ],wusterhausen-dosse,GEMEINDE,,"MULTIPOLYGON (((12.4268 52.9001, 12.456 52.9225, 12.4447 52.9522, 12.4718 52.9564, 12.4555 52.9778, 12.4675 52.9917, 12.4596 53.0086, 12.4919 53.0134, 12.5073 52.9922, 12.5307 53.0066, 12.5518 53.0004, 12.5567 52.9719, 12.5736 52.976, 12.6376 52.9129, 12.6215 52.9075, 12.5915 52.8867, 12.5974 52.8575, 12.5719 52.8619, 12.5633 52.8476, 12.607 52.8415, 12.6076 52.824, 12.6529 52.8061, 12.6511 52.7999, 12.6095 52.7912, 12.5482 52.8107, 12.534 52.7922, 12.5397 52.8147, 12.4948 52.8228, 12.5064 52.8412, 12.4839 52.8495, 12.47 52.879, 12.4383 52.8662, 12.4455 52.8781, 12.4268 52.9001)))",2.0
06432001,[ 9.1999999999999993 ],Alsbach-Hähnlein,[ 4 ],alsbach-haehnlein,GEMEINDE,,"MULTIPOLYGON (((8.5617 49.7675, 8.6203 49.7466, 8.6413 49.7274, 8.6199 49.7303, 8.5743 49.7255, 8.5591 49.7285, 8.5617 49.7675)))",3.0
03452020,[ 6.0999999999999996 ],Norderney,[ 2 ],norderney,GEMEINDE,,"MULTIPOLYGON (((7.2271 53.7234, 7.3258 53.7267, 7.3483 53.7208, 7.2701 53.7033, 7.1368 53.7055, 7.2271 53.7234)))",2.0
08415073,[ 9.4000000000000004 ],Trochtelfingen,[ 5 ],trochtelfingen,GEMEINDE,,"MULTIPOLYGON (((9.3427 48.2982, 9.3447 48.2589, 9.3318 48.2525, 9.2916 48.2858, 9.2686 48.2885, 9.2449 48.2674, 9.2212 48.2677, 9.2085 48.2862, 9.1872 48.2806, 9.1613 48.3128, 9.21 48.307, 9.2203 48.3384, 9.2494 48.3652, 9.2825 48.3597, 9.2873 48.339, 9.3131 48.3313, 9.3061 48.3183, 9.3427 48.2982)))",2.0
09778116,[ 7.4000000000000004 ],Bad Wörishofen,[ 3 ],bad-woerishofen,GEMEINDE,,"MULTIPOLYGON (((10.6581 48.016, 10.6455 47.9706, 10.6243 47.9501, 10.5872 47.9678, 10.5575 47.9778, 10.5468 48.0138, 10.5672 48.0318, 10.5462 48.0385, 10.5511 48.0533, 10.6138 48.0434, 10.6223 48.0169, 10.652 48.0164, 10.6581 48.016)))",7.0
08316009,[ 9.6999999999999993 ],Denzlingen,[ 5 ],denzlingen,GEMEINDE,,"MULTIPOLYGON (((7.8936 48.0802, 7.9217 48.065, 7.9174 48.0473, 7.8862 48.0532, 7.8653 48.0557, 7.8446 48.0876, 7.8455 48.0891, 7.8816 48.0857, 7.8936 48.0802)))",3.0
09277121,[ 9.9000000000000004 ],Gangkofen,[ 5 ],gangkofen,GEMEINDE,,"MULTIPOLYGON (((12.629 48.4821, 12.6408 48.4682, 12.6268 48.4601, 12.6527 48.45, 12.6537 48.4342, 12.6221 48.441, 12.5661 48.4037, 12.5431 48.3996, 12.5417 48.4223, 12.4838 48.4295, 12.4799 48.4561, 12.4706 48.4865, 12.5094 48.5031, 12.5223 48.4811, 12.5492 48.4796, 12.57 48.4988, 12.552 48.5096, 12.5556 48.5236, 12.5943 48.5215, 12.6282 48.511, 12.629 48.4821)))",2.0
05566004,[ 10.1 ],Altenberge,[ 5 ],altenberge,GEMEINDE,,"MULTIPOLYGON (((7.5548 52.0419, 7.5314 52.0334, 7.5133 51.9985, 7.4275 52.0095, 7.433 52.0234, 7.4064 52.0405, 7.4178 52.0818, 7.4274 52.09, 7.4448 52.0639, 7.5328 52.0773, 7.5548 52.0419)))",2.0
06531012,[ 10.1 ],Linden (GI),[ 5 ],linden-gi,GEMEINDE,,"MULTIPOLYGON (((8.6163 50.5272, 8.6746 50.5644, 8.7059 50.5437, 8.6929 50.5316, 8.7114 50.515, 8.703 50.5047, 8.6514 50.5152, 8.6163 50.5272)))",4.0
09174131,[ 9.5999999999999996 ],Markt Indersdorf,[ 5 ],markt-indersdorf,GEMEINDE,,"MULTIPOLYGON (((11.2911 48.3735, 11.2868 48.3889, 11.3082 48.3866, 11.3045 48.4008, 11.3317 48.4105, 11.3809 48.4241, 11.4001 48.4279, 11.4093 48.4094, 11.3836 48.4081, 11.3794 48.3912, 11.4001 48.3612, 11.4209 48.3559, 11.4261 48.3472, 11.3983 48.3205, 11.3729 48.3061, 11.3603 48.3472, 11.3192 48.3392, 11.3111 48.3622, 11.3226 48.3619, 11.2911 48.3735)))",2.0
08335043,[ 9.0 ],Konstanz (KN),[ 4 ],konstanz-kn,GEMEINDE,,"MULTIPOLYGON (((9.1231 47.6739, 9.1256 47.6692, 9.1256 47.6683, 9.1205 47.6723, 9.1231 47.6739)), ((9.1245 47.6716, 9.1246 47.6736, 9.1264 47.6704, 9.1258 47.6699, 9.1245 47.6716)))",0.0
10043112,[ 7.5 ],Illingen (NK),[ 3 ],illingen-nk,GEMEINDE,,"MULTIPOLYGON (((7.0235 49.3503, 7.0167 49.3498, 7.0208 49.3592, 7.0001 49.3589, 6.9946 49.384, 7.055 49.4167, 7.0905 49.4146, 7.1239 49.3967, 7.0901 49.3894, 7.0987 49.3777, 7.0644 49.3803, 7.0706 49.3657, 7.0235 49.3503)))",7.0
01061049,[ 7.2000000000000002 ],Kellinghusen,[ 3 ],kellinghusen,GEMEINDE,,"MULTIPOLYGON (((9.6798 53.9391, 9.6931 53.9519, 9.6768 53.9791, 9.7411 53.972, 9.7618 53.9729, 9.7632 53.9403, 9.6935 53.936, 9.6907 53.9355, 9.6798 53.9391)))",2.0
06533011,[ 8.8000000000000007 ],Mengerskirchen,[ 4 ],mengerskirchen,GEMEINDE,,"MULTIPOLYGON (((8.1597 50.5293, 8.14 50.5191, 8.1211 50.5396, 8.1098 50.5415, 8.1374 50.552, 8.1519 50.5994, 8.166 50.5762, 8.2053 50.5645, 8.2387 50.5432, 8.2224 50.5328, 8.1663 50.5442, 8.1597 50.5293)))",1.0
09279134,[ 9.1999999999999993 ],Reisbach,[ 4 ],reisbach,GEMEINDE,,"MULTIPOLYGON (((12.6691 48.5021, 12.629 48.4821, 12.6282 48.511, 12.5943 48.5215, 12.6037 48.5444, 12.5897 48.5699, 12.6096 48.5741, 12.5992 48.5952, 12.528 48.5833, 12.5318 48.6034, 12.5756 48.6198, 12.602 48.6197, 12.6019 48.599, 12.654 48.6225, 12.6815 48.6203, 12.6821 48.6037, 12.7099 48.6129, 12.7166 48.5942, 12.7007 48.5896, 12.7132 48.5801, 12.6893 48.5772, 12.6944 48.5617, 12.6542 48.5389, 12.6826 48.5089, 12.6691 48.5021)))",2.0
09186158,[ 11.199999999999999 ],Vohburg an der Donau,[ 6 ],vohburg-an-der-donau,GEMEINDE,,"MULTIPOLYGON (((11.6046 48.814, 11.6316 48.8123, 11.6702 48.7788, 11.6395 48.7697, 11.6555 48.7427, 11.6688 48.7206, 11.6329 48.749, 11.5991 48.7303, 11.5643 48.74, 11.5552 48.7472, 11.6046 48.814)))",2.0
15091020,[ 5.7000000000000002 ],Bad Schmiedeberg,[ 2 ],bad-schmiedeberg,GEMEINDE,,"MULTIPOLYGON (((12.6085 51.6107, 12.6206 51.6275, 12.6415 51.6773, 12.6249 51.6921, 12.6193 51.7225, 12.6705 51.7351, 12.6646 51.7473, 12.69 51.7557, 12.6867 51.7726, 12.8055 51.7684, 12.7771 51.754, 12.8212 51.7535, 12.8035 51.7259, 12.8439 51.7079, 12.8302 51.6818, 12.8073 51.667, 12.7724 51.6473, 12.7378 51.656, 12.6853 51.6607, 12.6491 51.621, 12.6085 51.6107)))",2.0
09779186,[ 10.5 ],Monheim,[ 5 ],monheim,GEMEINDE,,"MULTIPOLYGON (((10.8123 48.8594, 10.8347 48.8601, 10.8111 48.8867, 10.8248 48.8962, 10.8311 48.9, 10.8637 48.8934, 10.8534 48.8848, 10.8683 48.8755, 10.9059 48.8823, 10.9371 48.8627, 10.9375 48.8626, 10.9226 48.8523, 10.928 48.8261, 10.9116 48.8178, 10.8378 48.8056, 10.8362 48.806, 10.8019 48.8121, 10.7965 48.8419, 10.8123 48.8594)))",1.0
03460006,[ 11.800000000000001 ],Lohne (Oldenburg),[ 6 ],lohne-oldenburg,GEMEINDE,,"MULTIPOLYGON (((8.2231 52.7168, 8.2733 52.7006, 8.2714 52.6879, 8.312 52.6875, 8.2943 52.6508, 8.3063 52.6071, 8.2442 52.6037, 8.2311 52.6113, 8.2469 52.6223, 8.2115 52.637, 8.1482 52.6242, 8.1451 52.6241, 8.1614 52.6513, 8.1524 52.6599, 8.1909 52.6788, 8.1479 52.6825, 8.1587 52.6884, 8.1381 52.6976, 8.2231 52.7168)))",5.0
08316012,[ 9.3000000000000007 ],Endingen am Kaiserstuhl,[ 4 ],endingen-am-kaiserstuhl,GEMEINDE,,"MULTIPOLYGON (((7.7285 48.1369, 7.6988 48.1126, 7.6397 48.1133, 7.6412 48.1455, 7.6747 48.159, 7.7135 48.1581, 7.7285 48.1369)))",2.0
03459008,[ 9.8000000000000007 ],Belm,[ 5 ],belm,GEMEINDE,,"MULTIPOLYGON (((8.2013 52.3146, 8.208 52.2947, 8.1802 52.2821, 8.1512 52.2999, 8.1195 52.2905, 8.098 52.3205, 8.0961 52.3646, 8.1268 52.3783, 8.1732 52.3514, 8.1655 52.3216, 8.2013 52.3146)))",4.0
13072091,[ 9.4000000000000004 ],Sanitz,[ 5 ],sanitz,GEMEINDE,,"MULTIPOLYGON (((12.3395 53.9955, 12.3302 54.0013, 12.3346 54.0384, 12.3155 54.0551, 12.2994 54.0791, 12.34 54.0837, 12.3478 54.1026, 12.3494 54.1106, 12.3839 54.1221, 12.3958 54.1122, 12.4348 54.1242, 12.4627 54.0929, 12.4573 54.0813, 12.4455 54.0798, 12.4472 54.0567, 12.4228 54.0558, 12.422 54.0327, 12.3786 54.0273, 12.3395 53.9955)))",2.0
09187120,[ 8.9000000000000004 ],Brannenburg,[ 4 ],brannenburg,GEMEINDE,,"MULTIPOLYGON (((12.0553 47.7444, 12.0619 47.7395, 12.1303 47.76, 12.1306 47.7582, 12.1315 47.745, 12.0943 47.7173, 12.0991 47.7041, 12.0788 47.703, 12.0624 47.7142, 12.0469 47.6997, 12.0252 47.701, 12.0123 47.7033, 12.0222 47.7362, 12.0553 47.7444)))",2.0
09377129,[ 8.6999999999999993 ],Kemnath,[ 4 ],kemnath,GEMEINDE,,"MULTIPOLYGON (((11.8526 49.8879, 11.8699 49.8896, 11.9393 49.8818, 11.9578 49.8925, 11.9617 49.874, 12.0077 49.8702, 12.0231 49.8601, 11.9846 49.84, 11.9816 49.8164, 11.9706 49.813, 11.9144 49.8522, 11.8625 49.8376, 11.8549 49.8472, 11.8392 49.8785, 11.8526 49.8879)))",2.0
14523360,[ 7.2999999999999998 ],Rodewisch,[ 3 ],rodewisch,GEMEINDE,,"MULTIPOLYGON (((12.3642 50.5434, 12.3664 50.5514, 12.3966 50.5496, 12.4291 50.5763, 12.4308 50.5674, 12.4581 50.5387, 12.4539 50.5212, 12.4707 50.5184, 12.4663 50.5135, 12.386 50.5173, 12.3642 50.5434)))",1.0
14521170,[ 5.9000000000000004 ],Eibenstock,[ 2 ],eibenstock,GEMEINDE,,"MULTIPOLYGON (((12.6993 50.4909, 12.703 50.4584, 12.6477 50.4524, 12.6478 50.4271, 12.6673 50.4143, 12.5848 50.4067, 12.5845 50.423, 12.4963 50.4673, 12.5228 50.472, 12.51 50.4787, 12.5416 50.4838, 12.5872 50.5241, 12.6082 50.5312, 12.6234 50.5168, 12.6499 50.527, 12.6641 50.5022, 12.695 50.505, 12.6993 50.4909)))",2.0
14628270,[ 8.5 ],Pirna,[ 4 ],pirna,GEMEINDE,,"MULTIPOLYGON (((13.8961 50.9463, 13.9054 50.955, 13.8846 50.9819, 13.9122 51.0166, 13.9375 51.0146, 13.97 51.0076, 13.9766 50.9953, 13.9498 50.9927, 13.982 50.9757, 13.9745 50.9614, 14.0145 50.9442, 14.0014 50.943, 13.9872 50.9468, 13.9767 50.9547, 13.9568 50.938, 13.9897 50.9425, 13.9943 50.913, 13.9992 50.9053, 13.9928 50.9028, 13.9473 50.9336, 13.9205 50.9294, 13.8973 50.9285, 13.9119 50.9379, 13.8961 50.9463)))",7.0
09184146,[ 6.9000000000000004 ],Neubiberg,[ 3 ],neubiberg,GEMEINDE,,"MULTIPOLYGON (((11.6855 48.0775, 11.6911 48.0734, 11.6465 48.0753, 11.6105 48.0755, 11.6074 48.0869, 11.6855 48.0775)))",2.0
09275156,[ 8.6999999999999993 ],Wegscheid,[ 4 ],wegscheid,GEMEINDE,,"MULTIPOLYGON (((13.7595 48.6778, 13.8178 48.6606, 13.8258 48.6183, 13.8016 48.5981, 13.8025 48.5749, 13.7682 48.5532, 13.7555 48.565, 13.7117 48.5683, 13.7282 48.5788, 13.7054 48.6072, 13.7225 48.6159, 13.7197 48.6357, 13.7213 48.6429, 13.7595 48.6778)))",1.0
09277149,[ 7.4000000000000004 ],Triftern,[ 3 ],triftern,GEMEINDE,,"MULTIPOLYGON (((12.9529 48.3462, 12.9281 48.3519, 12.9244 48.3803, 12.9463 48.3923, 13.002 48.4098, 13.0035 48.4336, 13.0442 48.441, 13.0468 48.3951, 13.0696 48.3768, 13.0851 48.3839, 13.0838 48.3669, 13.0807 48.3601, 13.0345 48.375, 12.9529 48.3462)))",2.0
08118063,[ 9.6999999999999993 ],Pleidelsheim,[ 5 ],pleidelsheim,GEMEINDE,,"MULTIPOLYGON (((9.2216 48.9504, 9.1851 48.9451, 9.2147 48.9767, 9.2313 48.9734, 9.2358 48.9529, 9.2216 48.9504)), ((9.3517 48.9892, 9.3572 48.9859, 9.3488 48.98, 9.3432 48.9685, 9.3417 48.9691, 9.3517 48.9892)))",1.0
05958048,[ 7.7999999999999998 ],Winterberg,[ 3 ],winterberg,GEMEINDE,,"MULTIPOLYGON (((8.4971 51.1364, 8.485 51.1497, 8.4555 51.1345, 8.4379 51.1422, 8.489 51.1747, 8.4244 51.2067, 8.4225 51.2253, 8.4422 51.2355, 8.4213 51.2601, 8.43 51.2662, 8.568 51.2703, 8.5974 51.2469, 8.5906 51.1978, 8.6082 51.1872, 8.5943 51.1766, 8.5683 51.1693, 8.5853 51.1628, 8.5855 51.1428, 8.5284 51.1243, 8.4971 51.1364)))",3.0
16055000,[ 9.5 ],Weimar,[ 5 ],weimar,KREISFREIE_STADT,,"MULTIPOLYGON (((11.2369 51.0218, 11.2587 51.0336, 11.2949 51.0314, 11.3031 51.0186, 11.3735 51.0202, 11.3475 51.0081, 11.3681 50.9851, 11.3933 50.9895, 11.3886 50.967, 11.402 50.9643, 11.3537 50.9369, 11.3308 50.9414, 11.3299 50.9288, 11.3153 50.9192, 11.2921 50.9181, 11.2614 50.9377, 11.286 50.9464, 11.2656 50.9726, 11.2674 51.0038, 11.2369 51.0218)))",14.0
06634004,[ 7.2999999999999998 ],Frielendorf,[ 3 ],frielendorf,GEMEINDE,,"MULTIPOLYGON (((9.4127 50.9348, 9.3936 50.925, 9.3466 50.9236, 9.3323 50.9073, 9.3565 50.9018, 9.3541 50.9003, 9.3419 50.8997, 9.3185 50.9018, 9.3064 50.8961, 9.3026 50.9023, 9.254 50.946, 9.262 50.9672, 9.2515 50.9712, 9.2852 50.9874, 9.3144 51.0146, 9.3354 51.014, 9.3741 50.9709, 9.3898 50.9778, 9.3766 50.9847, 9.4124 50.9752, 9.4127 50.9348)))",2.0
06434002,[ 8.4000000000000004 ],Friedrichsdorf,[ 4 ],friedrichsdorf,GEMEINDE,,"MULTIPOLYGON (((8.5704 50.2744, 8.5983 50.291, 8.6706 50.2878, 8.661 50.2717, 8.6912 50.2516, 8.6844 50.2384, 8.6493 50.2322, 8.5704 50.2744)))",7.0
14627100,[ 8.8000000000000007 ],Klipphausen,[ 4 ],klipphausen,GEMEINDE,,"MULTIPOLYGON (((13.5801 51.0645, 13.485 51.0667, 13.4266 51.0528, 13.4217 51.0337, 13.3826 51.0525, 13.3732 51.0685, 13.4096 51.0876, 13.3815 51.1039, 13.4275 51.1375, 13.5001 51.1403, 13.5916 51.1048, 13.5985 51.0984, 13.5801 51.0645)))",0.0
03359028,[ 9.5 ],Jork,[ 5 ],jork,GEMEINDE,,"MULTIPOLYGON (((9.7378 53.4911, 9.6296 53.5094, 9.6578 53.5419, 9.6446 53.5618, 9.6124 53.566, 9.6337 53.5715, 9.6876 53.5472, 9.772 53.5431, 9.7817 53.5184, 9.7689 53.5196, 9.7698 53.5051, 9.7378 53.4911)))",3.0
12066320,[ 6.7000000000000002 ],Vetschau / Spreewald,[ 3 ],vetschau-spreewald,GEMEINDE,,"MULTIPOLYGON (((14.1321 51.7083, 14.1165 51.7105, 14.0923 51.6945, 14.0326 51.6978, 14.0173 51.7022, 13.9981 51.7364, 14.0461 51.743, 14.0478 51.764, 13.9889 51.7871, 14.016 51.8395, 14.0512 51.8359, 14.0805 51.8614, 14.0746 51.8266, 14.101 51.8265, 14.1159 51.8074, 14.123 51.7924, 14.1015 51.7548, 14.1393 51.7414, 14.1321 51.7083)))",2.0
08216017,[ 8.8000000000000007 ],Gernsbach,[ 4 ],gernsbach,GEMEINDE,,"MULTIPOLYGON (((8.4842 48.7567, 8.476 48.7245, 8.4583 48.7171, 8.4673 48.7004, 8.4392 48.695, 8.4476 48.6868, 8.4463 48.6598, 8.4304 48.66, 8.4072 48.7034, 8.3483 48.7357, 8.3205 48.7104, 8.315 48.7403, 8.2802 48.7649, 8.2885 48.7735, 8.3801 48.7869, 8.382 48.7592, 8.4219 48.7437, 8.4658 48.7645, 8.4842 48.7567)))",2.0
08436011,[ 9.5999999999999996 ],Baienfurt,[ 5 ],baienfurt,GEMEINDE,,"MULTIPOLYGON (((9.7147 47.8429, 9.727 47.8335, 9.673 47.8052, 9.6481 47.8241, 9.6162 47.8205, 9.6162 47.8449, 9.622 47.8474, 9.6425 47.8304, 9.7147 47.8429)))",1.0
08125039,[ 8.8000000000000007 ],Gundelsheim (HN),[ 4 ],gundelsheim-hn,GEMEINDE,,"MULTIPOLYGON (((9.1544 49.3096, 9.1631 49.3277, 9.1873 49.3257, 9.2421 49.2975, 9.2281 49.276, 9.2143 49.253, 9.1831 49.2646, 9.1578 49.2599, 9.1506 49.2739, 9.1545 49.2851, 9.1303 49.2925, 9.154 49.2955, 9.1544 49.3096)))",2.0
06432003,[ 9.3000000000000007 ],Bickenbach (DA),[ 4 ],bickenbach-da,GEMEINDE,,"MULTIPOLYGON (((8.5617 49.7675, 8.5605 49.7697, 8.6181 49.7724, 8.6203 49.7466, 8.5617 49.7675)))",1.0
01057043,[ 6.2999999999999998 ],Laboe,[ 2 ],laboe,GEMEINDE,,"MULTIPOLYGON (((10.2409 54.4163, 10.2525 54.4036, 10.2297 54.3872, 10.2102 54.3932, 10.2409 54.4163)))",0.0
08435016,[ 10.1 ],Friedrichshafen,[ 5 ],friedrichshafen,GEMEINDE,,"MULTIPOLYGON (((9.5289 47.6618, 9.5102 47.6376, 9.3928 47.668, 9.3857 47.6936, 9.3856 47.7056, 9.4071 47.6936, 9.4377 47.7075, 9.4621 47.6997, 9.4998 47.733, 9.5608 47.7329, 9.5134 47.6824, 9.5289 47.6618)))",14.0
08415092,[ 10.1 ],Lichtenstein,[ 5 ],lichtenstein,GEMEINDE,,"MULTIPOLYGON (((9.2167 48.4246, 9.2997 48.4614, 9.3125 48.4215, 9.3043 48.4061, 9.2447 48.3879, 9.2484 48.3999, 9.2257 48.4047, 9.2167 48.4246)))",2.0
